country,year,rgdpo,rkna,labsh,pl_i,pl_gdpo,pop
Namibia,1992,7474.673828125,23551.740234375,0.6696723699569702,0.3584681276310682,0.43242764472961426,1.5136889999999998
Namibia,1993,6896.009765625,24175.314453125,0.6671117544174194,0.46129783443555855,0.4746696650981903,1.55948
Namibia,1982,5625.0146484375,22104.34375,0.6012359857559204,0.26891525416930495,0.3822520673274994,1.0567579999999999
Namibia,1981,5829.3935546875,21664.12109375,0.6012359857559204,0.2921292232537406,0.4066523015499115,1.034446
Namibia,1991,7004.4619140625,22976.21484375,0.6861188411712646,0.3750410606487262,0.4033605456352234,1.466152
Namibia,2002,10497.18359375,35031.0390625,0.5764715075492859,0.2741382249532316,0.31444770097732544,1.957749
Namibia,1988,6753.0068359375,22092.974609375,0.6012359857559204,0.2805750595747866,0.3613072335720062,1.303879
Namibia,1989,6913.53466796875,22359.517578125,0.6012359857559204,0.2911916029085212,0.3571687638759613,1.360921
Namibia,1980,5790.67333984375,20833.486328125,0.6012359857559204,0.30967430113736755,0.4474409222602844,1.012761
Namibia,1990,7095.728515625,22884.37109375,0.6497291922569275,0.347227756837964,0.37923765182495117,1.415447
